,Name,ID,Age,Nationality,primary_pos,Value
7962,Kim Tae Hwan,199231,27,Korea Republic,RM,625000
7963,R. Philp,208959,28,Romania,RB,600000
7964,J. Domínguez,218687,30,Colombia,LB,700000
7965,M. Mittelstädt,227647,20,Germany,LB,1200000
7966,D. Vergara,230975,20,Colombia,LM,1300000
7967,T. Leugers,200256,26,Germany,CM,775000
7968,Y. Nakazawa,156480,39,Japan,CB,50000
7969,G. Munari,159040,34,Italy,CDM,375000
7970,S. Canildo,160064,29,Chile,CB,600000
7971,M. Inoha,191552,31,Japan,CDM,525000
7972,Lee Seung Gi,202305,29,Korea Republic,CM,725000
7973,B. Uphoff,206145,23,Germany,GK,725000
7974,Wu Xi,217153,28,China PR,CM,0
7975,G. Åsen,197954,26,Norway,CAM,925000
7976,B. Evans,179778,32,United States,CM,450000
7977,L. Isgrove,203331,24,Wales,LM,1000000
7978,M. Lampson,207427,27,United States,GK,600000
7979,S. Dioudis,207683,24,Greece,GK,750000
7980,M. Schuhen,209987,24,Germany,GK,750000
7981,Melvin Regalito,230467,25,Brazil,CM,825000
7982,L. Akins,173891,28,England,RM,800000
7983,M. Taylor,53827,35,England,LM,180000
7984,S. Brandstetter,204100,27,Germany,ST,900000
7985,G. Claes,205380,23,Belgium,RM,1000000
7986,J. Valencia,207428,25,Colombia,ST,1000000
7987,R. Seuntjens,237892,28,Netherlands,CM,800000
7988,R. Miyaichi,202053,24,Japan,LM,1000000
7989,C. Bickel,204101,26,Germany,RM,900000
7990,Lucas Galvão,230981,26,Brazil,LM,775000
7991,J. Horn,175941,30,Norway,CB,575000
7992,Pedrildo Rocha,230470,33,Brazil,LM,475000
7993,Álex Gallar,211527,25,Spain,LM,950000
7994,O. Sow,215367,27,Sweden,ST,900000
7995,R. Habran,224071,23,France,RW,1000000
7996,Wilsson Rosito,230471,33,Brazil,LM,475000
7997,V. van Crooij,237895,21,Netherlands,LW,1100000
7998,C. Louvion,177479,29,France,CDM,600000
7999,A. Zito,188487,31,Italy,LM,650000
8000,T. Boyd,206408,26,United States,ST,975000
8001,F. Al Qarni,208968,25,Saudi Arabia,GK,675000
8002,Bardají,225352,22,Spain,GK,725000
8003,B. Barry,225864,21,Germany,RM,1100000
8004,J. Vachoux,229704,22,France,GK,850000
8005,D. Bergamelli,173128,30,Italy,CB,575000
8006,P. Huspek,192328,26,Austria,RW,825000
8007,Bruno Monteiro,193864,32,Portugal,CM,575000
8008,M. Możdżeń,197961,26,Poland,CM,800000
8009,K. Lala,204105,25,France,LB,850000
8010,D. Valencia,214345,26,Colombia,CB,775000
8011,M. Carrasco,224329,29,Argentina,RW,750000
8012,M. Hofmann,215370,23,Austria,CB,825000
8013,J. Ibarra,187722,28,Mexico,CDM,750000
8014,Alcatraz,214091,30,Colombia,RB,550000
8015,J. Watts,222027,25,United States,CDM,800000
8016,C. Kronberg,158795,30,Denmark,RWB,550000
8017,E. Acorada,160075,25,Chile,CB,675000
8018,J. Skarz,173899,27,England,CB,625000
8019,Ricardo Ferreira,184139,27,Portugal,GK,600000
8020,M. Sax,203853,24,Austria,RM,1000000
8021,L. Olum,206157,32,Kenya,CDM,450000
8022,Kauã Zanson,230221,33,Brazil,RB,300000
8023,Dersan Dinis,230477,25,Brazil,CAM,825000
8024,Aurélio Buta,234573,20,Angola,RB,1100000
8025,A. Devaux,169805,32,France,CDM,575000
8026,J. Meekings,204622,24,England,RB,875000
8027,A. Popa,212046,28,Romania,LW,775000
8028,Jung Woo Jae,222798,25,Korea Republic,LM,925000
8029,A. Khagush,166990,30,Russia,RM,550000
8030,S. Grandsir,233550,20,France,RM,1300000
8031,B. Mitrev,178766,30,Bulgaria,GK,0
8032,B. Ogbeche,49486,32,Nigeria,ST,600000
8033,R. Maiello,198223,25,Italy,CDM,900000
8034,M. Breuer,9807,37,Netherlands,CB,100000
8035,A. Jacobsen,184143,27,Denmark,ST,900000
8036,M. Aramu,219984,22,Italy,ST,1200000
8037,Álvaro Bustos,223056,22,Spain,RW,1100000
8038,L. Dickmann,229456,20,Italy,RWB,1200000
8039,T. Agyepong,229968,21,Ghana,RM,1100000
8040,K. Pedersen,234832,22,Denmark,LB,900000
8041,Luis Pérez,235088,22,Spain,RB,950000
8042,M. Konrad,177488,29,Germany,CB,600000
8043,C. Borja,227153,24,Colombia,LB,1000000
8044,G. Iancu,235345,23,Romania,ST,1100000
8045,L. Piątek,171601,31,Poland,CM,525000
8046,C. Wilk,176209,31,Poland,CDM,525000
8047,S. Fischer,184657,28,Netherlands,CB,625000
8048,K. Altınay,209746,25,Turkey,RB,800000
8049,D. Ortiz,220754,24,Paraguay,CB,875000
8050,J. Sambia,223570,20,France,LB,1100000
8051,S. Hofmann,53074,36,Germany,RM,260000
8052,M. Carayol,186450,28,Gambia,RM,775000
8053,T. Meißner,209491,26,Germany,CB,750000
8054,C. Ramos,196435,28,Peru,CB,0
8055,T. Bunbury,197716,27,United States,RW,900000
8056,K. D'Haene,200532,27,Belgium,LB,800000
8057,Hugo Álvarez,216660,32,Spain,CB,450000
8058,S. Ichazo,227668,25,Uruguay,GK,675000
8059,K. Chiba,162388,32,Japan,CB,450000
8060,T. Thelin,231508,33,Sweden,CAM,475000
8061,D. Daniels,209493,23,Montserrat,RB,925000
8062,C. Doyle,162901,32,Republic of Ireland,GK,450000
8063,T. Hiariej,186453,28,Netherlands,CDM,625000
8064,N. Proschwitz,199510,30,Germany,ST,725000
8065,J. Nieto,214358,24,Colombia,CAM,1100000
8066,Carlos Fernández,221014,21,Spain,ST,1300000
8067,J. Adánguiz,160086,33,Chile,CM,300000
8068,K. Gehring,238678,29,Germany,CB,600000
8069,M. Chiosa,205911,23,Italy,CB,900000
8070,F. Moretti,184407,28,Italy,CDM,750000
8071,J. Bidwell,196952,24,England,LWB,875000
8072,C. Alkılıç,223320,29,Turkey,RM,575000
8073,C. Conway,139609,32,Scotland,RM,600000
8074,Ripa,146521,31,Spain,LWB,500000
8075,M. Medina,227161,22,Colombia,CAM,1200000
8076,G. Karačić,234841,20,Bosnia Herzegovina,GK,1200000
8077,D. Hylton,182617,28,England,ST,800000
8078,Vinícius,216410,24,Brazil,LM,825000
8079,M. Hernández,157018,34,Mexico,GK,300000
8080,D. Hägele,238682,28,Germany,CB,750000
8081,X. Báez,179802,29,Mexico,RM,725000
8082,S. Gbohouo,218971,28,Ivory Coast,GK,0
8083,P. Mina,227163,32,Colombia,GK,450000
8084,Jose Emeirson,230491,25,Brazil,ST,825000
8085,Javi Hernández,202589,28,Spain,RM,775000
8086,Gwon Wan Gyu,221789,25,Korea Republic,RB,850000
8087,H. Skogseid,162397,29,Norway,CB,575000
8088,Fabri Arnoia,230493,25,Brazil,ST,850000
8089,J. Mall,189021,26,Switzerland,GK,675000
8090,M. Nkololo,209502,24,DR Congo,RW,1000000
8091,V. Alvarado,209758,24,United States,CB,850000
8092,A. Putsko,211294,24,Russia,CB,900000
8093,D. da Cruz,215390,31,France,CDM,525000
8094,M. Little,170078,28,England,RWB,600000
8095,N. Mitrović,238942,24,Slovenia,CB,900000
8096,Jonathan Reis,182878,28,Brazil,ST,800000
8097,M. Busellato,205663,24,Italy,CM,850000
8098,S. Al Duayyi,219743,24,Saudi Arabia,RB,900000
8099,R. Kurzawa,221791,24,Poland,CM,1000000
8100,D. Kyriakidis,172895,30,Greece,GK,0
8101,C. Groß,193631,28,Germany,CB,700000
8102,D. Morales,210784,30,Argentina,RM,725000
8103,E. Quiñones,218464,28,Colombia,ST,775000
8104,T. Zwane,222560,27,South Africa,CM,0
8105,O. Mares,179808,30,Mexico,LB,550000
8106,A. Novikovas,193632,26,Lithuania,LM,900000
8107,D. Steres,209761,26,United States,CB,800000
8108,E. Hurtados,160097,25,Chile,CB,675000
8109,I. Alhaft,235361,20,Netherlands,LW,1200000
8110,B. Easton,188257,29,Scotland,LB,575000
8111,A. Boyle,199010,26,Republic of Ireland,CB,800000
8112,V. Sielis,203618,27,Cyprus,CDM,650000
8113,J. Czerwiński,214882,25,Poland,CB,750000
8114,J. Roa,227170,22,Colombia,CDM,975000
8115,L. Díaz,170594,31,Argentina,CDM,650000
8116,N. Law,173666,29,England,CM,750000
8117,R. Vilchis,192354,27,Mexico,LM,800000
8118,K. Escamilla,204131,23,Mexico,CDM,975000
8119,J. Arboleda,214371,27,Colombia,RB,625000
8120,Carrillo,221539,23,Spain,ST,1200000
8121,D. Soldiez,160099,29,Chile,ST,750000
8122,A. Barillà,173155,29,Italy,CDM,725000
8123,M. Nalepa,214884,24,Poland,CDM,900000
8124,L. Stojanović,220772,23,Serbia,CAM,1000000
8125,J. Gradit,221284,24,France,RB,850000
8126,Leo Vimieiro,230244,29,Brazil,CDM,600000
8127,K. Gjasula,238692,27,Germany,CDM,725000
8128,G. Greer,53604,36,Scotland,CB,100000
8129,M. Pérez,202341,24,Mexico,RW,975000
8130,D. Horst,186725,31,United States,CB,525000
8131,A. Putivtsev,232550,28,Ukraine,CB,625000
8132,P. Huntington,170342,29,England,CB,600000
8133,A. Zabolotnyy,194662,26,Russia,ST,975000
8134,L. Cavallini,213095,24,Canada,ST,1100000
8135,J. Sills,215143,30,Argentina,CM,575000
8136,B. Mansilla,228711,20,Argentina,ST,1700000
8137,A. Moris,184167,27,Luxembourg,GK,625000
8138,A. Al Asta,191847,30,Saudi Arabia,LB,550000
8139,Edgar Hernández,199784,30,Spain,ST,725000
8140,S. Blondelle,172648,31,Belgium,LB,525000
8141,S. Wangberg,189544,26,Norway,CB,850000
8142,C. Tănase,192616,30,Romania,LM,725000
8143,J. Correa,223593,24,Argentina,ST,1000000
8144,Marc Cardona,236393,21,Spain,LW,1200000
8145,S. Bertram,197226,26,Germany,ST,900000
8146,C. Woods,169578,30,England,RB,550000
8147,R. Sessegnon,235883,17,England,LW,1300000
8148,S. Hines,183147,29,England,CB,600000
8149,P. Mortensen,191083,27,Denmark,ST,825000
8150,A. Escoboza,204652,24,Mexico,LW,1000000
8151,N. Mazzola,226668,27,Argentina,ST,900000
8152,J. Venegas,229996,28,Costa Rica,RM,775000
8153,N. Toko,190060,26,DR Congo,CAM,900000
8154,V. Sánchez,140141,37,Uruguay,LW,260000
8155,J. Demetriou,165485,29,Cyprus,RB,575000
8156,Song Si Woo,233581,23,Korea Republic,LM,1000000
8157,D. Gavazzi,193645,31,Italy,CM,650000
8158,I. Lendrić,209518,25,Croatia,ST,925000
8159,I. Temnikov,194926,28,Russia,RB,775000
8160,S. Molina,219759,25,Italy,LW,950000
8161,C. Valdez,157295,33,Mexico,CDM,450000
8162,F. Fattori,226671,24,Argentina,CM,950000
8163,M. Keita,183151,26,Norway,ST,825000
8164,S. Kotysch,183407,28,Germany,CB,700000
8165,S. Heltne Nilsen,221552,25,Norway,CM,850000
8166,A. Safildo,160112,25,Chile,CM,825000
8167,D. Haas,101488,33,Germany,GK,375000
8168,E. Kouassi,233840,19,Ivory Coast,CDM,1500000
8169,Paik Seung Ho,237424,20,Korea Republic,LW,1200000
8170,J. Nsamé,240240,24,Cameroon,ST,1000000
8171,M. Wynne,176240,31,United States,RB,525000
8172,R. Sukuta-Pasu,183920,27,Germany,RW,900000
8173,S. Sinovic,198257,30,United States,RB,550000
8174,B. Enobakhare,229745,19,Nigeria,RW,1400000
8175,M. Vanhamel,180337,27,Belgium,GK,625000
8176,E. Bologna,142962,35,Argentina,GK,180000
8177,R. Sigurjónsson,213106,27,Iceland,CM,750000
8178,L. Rinaldi,217202,23,Argentina,ST,1000000
8179,D. Konstantopoulos,152690,38,Greece,GK,50000
8180,H. Hosogai,181106,31,Japan,RB,525000
8181,O. Bulut,205939,23,Germany,RM,975000
8182,R. Sánchez,214131,33,Colombia,GK,375000
8183,E. Manjedo,160115,33,Chile,LM,475000
8184,S. Anderson,163955,31,Scotland,CB,525000
8185,J. Ward,164467,31,Northern Ireland,LM,675000
8186,J. Raitala,194163,28,Finland,LWB,600000
8187,R. Festersen,215668,30,Denmark,ST,725000
8188,S. Khumalo,225140,27,South Africa,LB,625000
8189,V. Basha,170612,26,Albania,CM,800000
8190,F. Migliore,183924,29,Italy,LB,575000
8191,G. Miura,237429,22,Japan,CB,1000000
8192,Juande,145014,30,Spain,CM,575000
8193,Nuno Cedrim,230262,25,Brazil,RM,825000
8194,F. Orlando,235126,20,Italy,RM,1400000
8195,H. Özmert,177782,32,Turkey,CAM,450000
8196,I. Henderson,118646,32,England,LM,600000
8197,Dani Jiménez,194934,27,Spain,GK,625000
8198,L. Laverone,201079,28,Italy,RM,600000
8199,L. Bostyn,201847,23,Belgium,GK,725000
8200,A. Zapata,218743,22,Colombia,CAM,1100000
8201,Luis Ruiz,223607,25,Spain,LB,825000
8202,G. Prósperi,165496,32,Argentina,RB,425000
8203,G. Bourillon,134777,33,France,CB,300000
8204,M. Zachara,202105,27,Poland,ST,825000
8205,N. Meriz,160121,33,Chile,CM,475000
8206,M. Bani,224378,23,Italy,CB,900000
8207,A. Romales,160122,25,Chile,RM,825000
8208,D. Del Fabro,211067,22,Italy,CB,1000000
8209,Pol García,211323,22,Spain,LM,975000
8210,A. Cooper,215163,29,Panama,RM,725000
8211,Rafael Ramos,224891,22,Portugal,RB,1100000
8212,A. Tembeng,239483,25,Cameroon,CDM,800000
8213,J. Bréchet,4732,37,France,CB,100000
8214,G. Saville,204412,24,England,LM,1000000
8215,A. Schiavone,211325,24,Italy,CM,1100000
8216,D. Olsen,155517,32,Denmark,CM,575000
8217,W. Kaptoum,223357,20,Cameroon,CDM,1300000
8218,S. Hierländer,190589,26,Austria,RM,950000
8219,E. Zenteno,212094,32,Bolivia,CB,0
8220,P. Becker,219518,24,Argentina,LM,1000000
8221,A. Araujo,225150,20,Portugal,ST,1200000
8222,D. Sundgren,232062,26,Sweden,RWB,775000
8223,R. Maah,170110,32,France,LW,600000
8224,Tito,188798,32,Spain,CB,450000
8225,B. Coker,200319,28,England,LB,600000
8226,W. Zahibo,206207,23,France,CM,975000
8227,A. Meleán,212095,30,Bolivia,CM,0
8228,L. Da Silva Lopes,226431,18,Portugal,CM,1600000
8229,S. MacDonald,170879,29,Wales,CM,600000
8230,Cucurella,239231,18,Spain,LB,1400000
8231,H. Zuck,210304,26,Germany,CM,825000
8232,J. Mombris,212608,29,France,LB,575000
8233,M. Ibarra,225664,27,United States,RM,800000
8234,Alan Schons,229248,24,Brazil,CM,1000000
8235,L. Wilkshire,50816,35,Australia,RB,160000
8236,N. Çiftçi,198785,25,Turkey,ST,925000
8237,E. Gnahoré,203393,23,France,CDM,1100000
8238,S. Baradji,150657,33,France,CM,300000
8239,B. Vriends,216193,26,Netherlands,CB,775000
8240,L. Gatto,217729,25,Italy,RW,950000
8241,R. Lundström,191105,27,Sweden,RB,700000
8242,D. Zanon,199554,33,Italy,RB,290000
8243,J. Scowen,203138,24,England,RM,1000000
8244,S. Ganz,206210,23,Italy,ST,1100000
8245,A. Askar,155266,31,Ethiopia,RB,675000
8246,T. Redding,222338,20,United States,CB,975000
8247,R. Gaetaños,160130,29,Chile,RM,750000
8248,R. García,226434,28,Uruguay,CB,700000
8249,T. Enevoldsen,171394,29,Denmark,LM,750000
8250,M. Sauer,226179,23,Germany,RWB,900000
8251,J. Dequevy,176003,29,Belgium,CAM,750000
8252,G. Madine,184707,26,England,ST,825000
8253,K. Kratz,192643,30,Germany,CDM,725000
8254,Claude Gonçalves,219780,23,Portugal,CDM,925000
8255,Gabriel,232580,19,Brazil,CB,1100000
8256,G. Barnes,173444,28,Jamaica,LM,800000
8257,G. Trauner,199813,25,Austria,CDM,850000
8258,N. Powell,201093,23,England,CAM,1000000
8259,Dudú,221573,27,Brazil,LM,900000
8260,D. Furlong,223877,21,England,RWB,875000
8261,K. Ehizibue,225669,22,Netherlands,RM,875000
8262,J. Aidoo,230021,21,Ghana,CB,925000
8263,Eduardo,232581,24,Brazil,CB,900000
8264,S. Burchert,189061,27,Germany,GK,600000
8265,W. Andrade,232582,32,Argentina,CB,450000
8266,S. Iacoponi,178310,30,Italy,LB,550000
8267,S. Mantom,199815,25,England,CM,925000
8268,F. Öztorun,143751,30,Turkey,LB,550000
8269,A. Iacobucci,201352,26,Italy,GK,700000
8270,F. Mollet,209288,25,France,CM,900000
8271,J. Gómez,212104,23,Mexico,RM,825000
8272,A. Ibañado,160136,25,Chile,ST,825000
8273,Antonaldinho,230280,25,Brazil,LM,825000
8274,Mama Baldé,237960,21,Guinea Bissau,RB,975000
8275,K. Bülow,177544,31,Germany,CB,525000
8276,F. Brillant,208521,32,France,CB,450000
8277,K. Piątek,223113,22,Poland,ST,1100000
8278,J. Urellano,160137,25,Chile,ST,850000
8279,K. Adams Nuhu,225673,22,Ghana,CB,850000
8280,S. Madera,165001,32,Poland,CB,450000
8281,L. Juliš,240265,22,Czech Republic,CAM,1300000
8282,A. Laurito,188297,33,Germany,CB,300000
8283,E. Nefiz,210570,22,Turkey,CDM,1200000
8284,E. Tozlu,223114,26,Turkey,RM,900000
8285,H. Pehlivan,226442,23,Turkey,LB,825000
8286,Guto Costinho,230282,25,Brazil,ST,825000
8287,K. Sobieraj,165258,35,Poland,CB,180000
8288,E. Padella,203915,28,Italy,CB,625000
8289,S. Barker,156299,34,England,CB,230000
8290,Dani Suárez,229259,27,Spain,CB,750000
8291,A. Budakov,167563,32,Russia,GK,450000
8292,D. González,221580,27,Colombia,CB,775000
8293,A. Krivoruchko,167564,32,Russia,GK,450000
8294,S. Balanovich,218253,29,Belarus,RM,750000
8295,C. Mahoney,220045,20,England,CAM,1200000
8296,J. Fortes,223117,28,Cape Verde,RB,625000
8297,Vincente Dourado,230285,33,Brazil,ST,475000
8298,J. Müller,234381,23,Germany,CB,875000
8299,M. Rossi,177805,29,Italy,CB,600000
8300,Miguel Oliveira,213646,23,Portugal,GK,700000
8301,J. von Haacke,220558,23,Germany,CM,1000000
8302,S. Michel,212879,26,Germany,ST,825000
8303,L. Nielsen,215695,30,Denmark,CB,575000
8304,M. Nitrianský,200336,26,Czech Republic,RB,750000
8305,I. Pussetto,219536,21,Argentina,RM,1300000
8306,A. Ajeti,222352,20,Switzerland,RM,1100000
8307,Diego Aguirre,224144,26,Spain,LW,900000
8308,Gustavo Pastinho,230288,25,Brazil,RM,850000
8309,R. Manaj,230800,20,Albania,ST,1300000
8310,Sueliton,233616,26,Brazil,CB,775000
8311,Alex Muñoz,211857,22,Spain,LB,900000
8312,D. Kinsombi,212625,21,Germany,CDM,975000
8313,J. Ielsch,157585,34,France,LB,220000
8314,K. Mazek,227217,22,Poland,RM,1000000
8315,M. Figoli,178321,32,Uruguay,LM,600000
8316,Y. Otsu,204946,27,Japan,LM,800000
8317,J. Wallace,205970,23,England,CM,1100000
8318,O. Aydın,212114,23,Germany,LM,1100000
8319,Felipe Pires,226706,22,Brazil,RM,1000000
8320,S. Andersen,125586,35,Denmark,GK,180000
8321,J. Cousins,202131,23,England,CM,1000000
8322,Ko Seung Beom,232595,23,Korea Republic,RM,1000000
8323,T. Spurr,172179,29,England,LB,600000
8324,A. Gabbarini,177299,31,Argentina,GK,475000
8325,O. Yıldırım,204436,24,Germany,RM,1000000
8326,R. Murić,224148,21,Croatia,RW,1100000
8327,A. Gérard,225172,24,France,LM,1000000
8328,V. Kovačević,237460,24,Serbia,CB,875000
8329,R. Rubin,224149,21,United States,ST,1100000
8330,S. Sararer,189077,27,Turkey,RM,800000
8331,L. Nizzetto,220054,31,Italy,CAM,650000
8332,J. Salas,224150,23,Mexico,CDM,1100000
8333,R. Lundqvist,235670,20,Sweden,CAM,1200000
8334,Y. Nakayama,232599,20,Japan,CB,1100000
8335,P. Eler,240023,26,Slovenia,ST,975000
8336,E. Alvarado,198040,28,Costa Rica,GK,525000
8337,A. Origi,206488,33,Kenya,GK,375000
8338,M. Wallace,208024,24,Scotland,CB,825000
8339,J. Buatu Mananga,209816,23,Angola,CB,875000
8340,E. Dening,232344,28,Argentina,CAM,800000
8341,A. Chatzigiovanis,236696,20,Greece,RM,1200000
8342,Han Kwang Song,238232,18,Korea DPR,ST,1600000
8343,N. Backman,193688,28,Sweden,CB,625000
8344,R. Skov,215449,21,Denmark,RM,1700000
8345,Adriano Junqueiras,230297,29,Brazil,ST,750000
8346,B. Pawłowski,201114,24,Poland,RM,975000
8347,S. Özkan,144282,30,Turkey,RM,725000
8348,J. Murillo,219546,23,Colombia,RB,900000
8349,D. Imperiale,232346,29,Argentina,RB,725000
8350,H. Aouar,234906,19,France,CAM,1600000
8351,H. Mahbub,210843,24,Saudi Arabia,LB,825000
8352,F. Dabo,213659,21,England,LB,1000000
8353,S. Svendsen,215195,19,Norway,LM,1200000
8354,D. Poyet,220059,22,Uruguay,CDM,975000
8355,J. Kayembe,222875,22,Belgium,RW,1200000
8356,M. Castagnetti,235163,27,Italy,CDM,650000
8357,Yuri Ribeiro,237211,20,Portugal,LB,1100000
8358,A. Rossi,173211,30,Italy,LM,550000
8359,J. Jeffrey,187035,27,United States,CDM,750000
8360,M. Grella,190619,30,United States,LM,725000
8361,I. Lanni,205724,27,Italy,GK,600000
8362,P. Dawidowicz,213404,22,Poland,CDM,1000000
8363,Piqueti,222364,24,Guinea Bissau,RW,1000000
8364,A. Pavlenko,147613,32,Russia,RM,600000
8365,R. Grange,194717,28,France,RW,775000
8366,D. Čotra,202654,32,Serbia,LB,425000
8367,Miguel Garcia,204958,26,Spain,LM,775000
8368,D. Badji,227998,24,Senegal,ST,1000000
8369,M. Wöber,231838,19,Austria,LB,1200000
8370,L. Abubakar,237214,22,Ghana,CB,850000
8371,Eduardo Neto,187550,28,Brazil,CM,625000
8372,F. N'Sakala,191390,26,DR Congo,LM,725000
8373,Igor Rossi,205215,28,Brazil,LB,700000
8374,C. Robles,214175,25,Colombia,CDM,825000
8375,M. Akbaş,223135,27,Turkey,LB,650000
8376,E. Quejeda,159904,29,Chile,GK,525000
8377,H. Abe,232608,27,Japan,LM,825000
8378,H. Robson-Kanu,184480,28,Wales,LM,800000
8379,A. Syhre,212385,22,Germany,CB,900000
8380,D. Bantelicia,159905,29,Chile,GK,525000
8381,B. Radunović,231073,21,Serbia,GK,1000000
8382,M. Cejas,167329,31,Argentina,ST,675000
8383,C. Maguire,167841,28,Scotland,RM,800000
8384,D. Phillips,185249,33,Jamaica,LB,290000
8385,T. Beltran,186529,29,United States,RB,575000
8386,B. Pelé,216482,25,France,RW,950000
8387,T. Lockyer,211363,22,Wales,CB,975000
8388,K. Doyle,149667,33,Republic of Ireland,CAM,475000
8389,L. Saldaña,226723,27,Colombia,LB,625000
8390,G. Roberts,177315,33,England,LM,475000
8391,K. Bennett,193187,26,England,LM,825000
8392,T. Haye,209316,22,Netherlands,CAM,1000000
8393,J. Steele,188836,26,England,GK,675000
8394,Noguera,203173,27,Spain,CM,875000
8395,P. Ferrari,143013,35,Argentina,RM,160000
8396,P. Konate,212645,23,Sweden,LM,850000
8397,A. Tshibola,216485,22,England,CM,1200000
8398,V. Moren,228261,26,Finland,CB,800000
8399,L. Nestor,183973,28,France,CDM,725000
8400,P. Nyarko,186533,31,Ghana,RM,675000
8401,S. Lewerenz,202662,26,Germany,RM,825000
8402,P. Frick,209062,25,Sweden,ST,975000
8403,R. Wiggins,172966,29,Wales,LB,575000
8404,J. Wilson,173734,28,Wales,RB,625000
8405,M. Lobantsev,210599,22,Russia,GK,900000
8406,Dani Romera,221095,21,Spain,RW,1100000
8407,U. Garcia,223143,21,Switzerland,LM,1100000
8408,M. Wittek,224423,21,Germany,LB,975000
8409,Lee Yeong Jae,228007,22,Korea Republic,CM,1200000
8410,R. Zekhnini,228519,19,Norway,RW,1600000
8411,G. Anestis,239271,26,Greece,GK,675000
8412,J. O'Shea,180903,28,Republic of Ireland,LM,775000
8413,M. Wolf,224425,22,Germany,RM,1200000
8414,K. Shimizu,232617,28,Japan,LM,775000
8415,M. Fall,233897,25,Senegal,RM,925000
8416,M. Correa,235177,27,Argentina,CDM,725000
8417,E. Friberg,192169,31,Sweden,CDM,650000
8418,D. Kądzior,211626,25,Poland,RM,950000
8419,F. Stanco,168362,30,Italy,ST,725000
8420,J. Nyholm,237226,23,Sweden,CB,900000
8421,Xavi Molina,204203,30,Spain,CDM,575000
8422,C. Bejarano,214187,32,Equatorial Guinea,GK,450000
8423,M. Kanno,220075,22,Saudi Arabia,CDM,1200000
8424,D. Nishi,232875,29,Japan,LB,575000
8425,Fernando Fonseca,238507,20,Portugal,RB,1100000
8426,Marcelinho Moraisco,230316,25,Brazil,GK,550000
8427,F. Ananou,234668,19,Germany,CB,1000000
8428,K. Begois,47020,35,Belgium,GK,180000
8429,K. Azamoum,216237,27,France,CDM,850000
8430,F. Müller,234413,24,Germany,LM,1000000
8431,A. Gilbey,208302,22,England,CDM,1100000
8432,S. Nagasawa,232622,28,Japan,ST,800000
8433,M. Tosetti,203439,25,Switzerland,LM,950000
8434,M. Benyettou,232111,27,Algeria,ST,825000
8435,R. Nagaki,232879,29,Japan,CM,600000
8436,D. Vidosic,183471,30,Australia,RW,725000
8437,O. Şam,125103,31,Turkey,RB,500000
