,Name,ID,Age,Nationality,Overall,Potential,primary_pos
10004,Z. Gordon,223263,24,Scotland,65,69,RB
10005,A. Dyer,185119,27,Montserrat,65,66,CM
10006,C. Gustafsson,188959,30,Sweden,65,65,CDM
10007,T. Acar,144160,31,Turkey,65,65,GK
10008,B. Schenkeveld,198177,25,Netherlands,65,68,CB
10009,N. Körber,219937,20,Germany,65,77,GK
10010,E. Lancini,223009,23,Italy,65,70,CB
10011,M. Devlin,223265,23,Scotland,65,74,CB
10012,P. Pawlett,189217,26,Scotland,65,66,CM
10013,Alvaro Rey,202530,27,Spain,65,65,RM
10014,P. Cissé,228386,21,Senegal,65,71,CB
10015,Josan,229667,27,Spain,65,65,LM
10016,P. Dahlberg,233763,18,Sweden,65,78,GK
10017,M. Kennedy,204324,22,Scotland,65,72,RM
10018,N. Fitzgerald,208676,25,Australia,65,67,LW
10019,Yeray,215588,29,Spain,65,65,CDM
10020,L. Görtler,228645,23,Germany,65,71,RW
10021,S. Dawson,164645,31,Republic of Ireland,65,65,RM
10022,E. Alfonso,172837,29,Italy,65,66,GK
10023,K. Larsen,202534,25,Norway,65,67,RM
10024,Jo Young Cheol,205094,28,Korea Republic,65,65,ST
10025,D. Mariani,208166,26,Switzerland,65,67,LM
10026,Jin Seong Wook,210726,23,Korea Republic,65,72,RM
10027,R. Marquez,222246,25,United States,65,68,CB
10028,S. Akasaki,233254,25,Japan,65,68,ST
10029,Soriano,234790,19,Spain,65,75,GK
10030,A. Khalaf,240678,25,Iraq,65,68,CB
10031,A. García,191782,25,Mexico,65,69,RB
10032,D. Calvert-Lewin,221479,20,England,65,79,LM
10033,S. Alakouch,233767,18,France,65,82,RB
10034,O. Pehrsson,237351,29,Sweden,65,65,CB
10035,J. Leudo,215336,23,Colombia,65,71,CDM
10036,J. Brison,150568,34,France,65,65,LB
10037,G. Marinelli,188968,28,Argentina,65,68,GK
10038,P. Wiegers,209193,27,Germany,65,66,GK
10039,I. Escobar,235049,21,Argentina,65,74,LB
10040,J. Mårtensson,188970,28,Sweden,65,65,CM
10041,K. Ntlhe,202795,23,South Africa,65,70,LB
10042,L. Grozurek,207659,25,Austria,65,67,ST
10043,W. Mosquera,227371,32,Colombia,65,65,GK
10044,T. Endoh,231979,23,Japan,65,70,CM
10045,R. McArdle,170027,30,Northern Ireland,65,65,CB
10046,Jang Seong Jae,237099,21,Korea Republic,65,76,CAM
10047,V. Ilyin,237611,23,Russia,65,72,ST
10048,L. Gil,197164,23,United States,65,70,CM
10049,K. Appiah,197932,26,Ghana,65,66,ST
10050,A. Filtsov,205100,27,Russia,65,67,GK
10051,B. Kluft,209964,27,Germany,65,65,ST
10052,Ary Papel,218156,23,Angola,65,71,RM
10053,J. Clarke,219436,22,England,65,72,RW
10054,D. Valoyes,226604,20,Colombia,65,80,LM
10055,R. Preißinger,238636,20,Germany,65,74,LM
10056,Lee Kyu Ro,187180,28,Korea Republic,65,65,RB
10057,A. Uludağ,194092,26,Turkey,65,66,RM
10058,D. Bronn,235565,22,Tunisia,65,72,RB
10059,E. Sarraj,210990,27,Saudi Arabia,65,65,ST
10060,N. Sonko Sundberg,219950,21,Sweden,65,74,CB
10061,S. Mattila,190510,27,Finland,65,66,CM
10062,F. Paghera,198959,25,Italy,65,68,CDM
10063,T. Bertels,203823,30,Germany,65,65,LM
10064,Dani Sotres,205871,24,Spain,65,71,GK
10065,S. Emmanuello,220464,23,Italy,65,73,CM
10066,T. Knoflach,223792,23,Austria,65,71,GK
10067,R. Allen,228656,27,United States,65,66,RB
10068,R. Barrios,224817,24,Argentina,65,71,RB
10069,T. Nguen,204850,23,Norway,65,74,RM
10070,G. Diaz,224050,21,Colombia,65,75,RB
10071,F. Del Sole,226098,19,Italy,65,84,RW
10072,J. Nietfeld,238642,23,Germany,65,72,CAM
10073,O. Aydoğan,224308,20,Germany,65,76,RM
10074,Assis,193076,27,Brazil,65,65,GK
10075,Jesús Alfaro,198197,26,Spain,65,66,LW
10076,Y. Igawa,180789,34,Japan,65,65,CB
10077,S. Tekerci,222774,23,Turkey,65,71,RM
10078,C. Dunkley,226102,25,England,65,68,CB
10079,C. Vargas,214583,27,Colombia,65,67,GK
10080,C. Wingert,152887,35,United States,65,65,CB
10081,J. Hinestroza,219447,21,Colombia,65,75,ST
10082,F. Børsting,224311,22,Denmark,65,73,ST
10083,J. Cullen,228151,21,Republic of Ireland,65,77,CM
10084,M. Schröter,238647,21,Germany,65,73,RM
10085,G. Omae,212536,27,Japan,65,65,CAM
10086,J. Valencia,214328,35,Colombia,65,65,CM
10087,B. Johnsen,235320,25,Norway,65,68,ST
10088,F. Selemani,230969,23,France,65,73,RB
10089,T. Hayashi,232505,34,Japan,65,65,GK
10090,I. Petryak,239929,23,Ukraine,65,72,LM
10091,G. Gope-Fenepej,209979,28,New Caledonia,65,65,CAM
10092,D. Serna,213307,23,United States,65,71,LM
10093,C. Tabó,229179,23,Uruguay,65,73,LM
10094,K. Ford,237116,21,United States,65,77,CB
10095,G. Gunning,186172,26,Republic of Ireland,65,68,CB
10096,K. Morisaki,232509,36,Japan,65,65,CM
10097,F. Ortíz,237373,24,Mexico,65,70,ST
10098,J. Steer,192317,24,England,65,71,GK
10099,M. Schmerböck,210494,23,Austria,65,70,LM
10100,J. Hamilton,221502,21,Canada,65,73,ST
10101,C. Woodrow,205887,22,England,65,74,ST
10102,D. Georgievski,206399,29,FYR Macedonia,65,65,RB
10103,Augusto,209471,29,Portugal,65,65,LB
10104,B. Garnica,231231,21,Mexico,65,76,RM
10105,Park Dong Jin,233279,22,Korea Republic,65,73,RB
10106,P. Tomasik,193087,29,Poland,65,65,LB
10107,Lúcio Corteijo,230208,25,Brazil,65,65,RB
10108,M. Omoh,231488,25,Nigeria,65,66,RM
10109,T. Archibald-Henville,189760,28,England,65,66,CB
10110,S. Okoli,221505,24,United States,65,72,ST
10111,A. Keita,231489,30,Sweden,65,65,GK
10112,G. Kobel,235073,19,Switzerland,65,81,GK
10113,M. Fitzgerald,203842,28,Japan,65,65,LB
10114,F. Darwish,210498,25,Saudi Arabia,65,65,RWB
10115,Ham Seok Min,213314,23,Korea Republic,65,72,GK
10116,S. Colombatto,232770,20,Argentina,65,79,CM
10117,S. Sané,216387,24,Germany,65,69,ST
10118,J. Tverskov,224067,24,Denmark,65,73,CM
10119,M. Solís,232003,34,Colombia,65,65,GK
10120,R. Sweeney,226116,20,Republic of Ireland,65,79,CB
10121,G. Amiot,228932,22,France,65,73,CB
10122,M. Troiano,163908,32,Italy,65,65,CDM
10123,G. Marchegiani,235332,21,Italy,65,79,GK
10124,F. Escobar,240196,22,Panama,65,71,CB
10125,E. Palmer-Brown,219461,20,United States,65,82,CB
10126,M. Madri,223557,27,France,65,65,RM
10127,J. McCarthy,227909,24,United States,65,71,GK
10128,T. Dekker,237893,19,Netherlands,65,75,RB
10129,Park Won Jae,180293,33,Korea Republic,65,65,LB
10130,E. Boldewijn,205382,24,Netherlands,65,71,RM
10131,F. Dagerstål,224838,20,Sweden,65,75,LB
10132,B. Straetman,235334,19,Belgium,65,77,RM
10133,C. Shields,192582,26,Republic of Ireland,65,67,CM
10134,Gálvez,205639,24,Spain,65,72,CDM
10135,Ewerton,207943,24,Brazil,65,68,CM
10136,S. Leuko,224327,23,Cameroon,65,72,RB
10137,A. McCormack,163143,33,Republic of Ireland,65,65,RB
10138,A. Esaka,232775,25,Japan,65,68,RW
10139,F. Costa,220488,22,Italy,65,71,LWB
10140,J. Zwischenbrugger,221768,27,Austria,65,66,CB
10141,Adnan Vidual,230216,25,Brazil,65,65,CB
10142,J. Grant,170056,29,Jamaica,65,65,ST
10143,Zizo,222537,21,Egypt,65,74,LW
10144,F. Acosta,223817,21,Uruguay,65,75,ST
10145,D. Avdić,167497,28,Sweden,65,65,CM
10146,Nacho Méndez,240201,19,Spain,65,80,CM
10147,M. Tauber,151114,32,Denmark,65,65,CB
10148,D. Bergqvist,231498,24,Sweden,65,70,CDM
10149,H. Da Campo,226123,22,Argentina,65,72,CM
10150,Y. Iwakami,232779,27,Japan,65,65,CM
10151,R. O'Donovan,171083,31,Republic of Ireland,65,65,ST
10152,C. Ezeh,240459,19,Nigeria,65,73,RW
10153,Y. Herrera,234060,19,Venezuela,65,75,CDM
10154,M. Hofrath,238668,24,Germany,65,69,LM
10155,N. Dibble,240972,20,Uruguay,65,75,ST
10156,R. Gigolaev,198989,27,Russia,65,65,LB
10157,G. Allison,199245,26,Mexico,65,66,GK
10158,E. Scheel,201293,27,Denmark,65,65,CM
10159,J. Varela,227149,29,Colombia,65,65,RM
10160,Bruno Leite,236877,22,Portugal,65,75,CM
10161,D. Lewington,138830,33,England,65,65,LB
10162,L. Villarruel,226382,26,Argentina,65,69,CM
10163,S. Drewniak,205903,23,Poland,65,69,CDM
10164,D. Novoa,214351,28,Colombia,65,67,GK
10165,L. Pérez,219727,27,Italy,65,66,ST
10166,A. Lutego,160079,29,Chile,65,65,CM
10167,F. Picault,230991,26,United States,65,66,LM
10168,Davidson,237135,26,Brazil,65,65,LW
10169,A. Hrustic,237647,20,Australia,65,73,CAM
10170,A. Corzo,196688,28,Peru,65,65,RWB
10171,H. Savran,199248,32,Germany,65,65,ST
10172,E. Capradossi,215376,21,Italy,65,75,CB
10173,F. Le Joncour,229200,22,France,65,73,CB
10174,Diogo Queirós,234576,18,Portugal,65,78,CB
10175,G. Maggiore,236368,19,Italy,65,81,CM
10176,H. Arslan,223313,28,Turkey,65,65,CDM
10177,A. Rossi,233809,20,Italy,65,79,ST
10178,L. Kelly,186449,27,Scotland,65,65,CDM
10179,L. Zingerle,222546,23,Germany,65,72,GK
10180,José Perales,235858,24,Spain,65,71,GK
10181,M. Ćosić,240466,23,Croatia,65,69,CB
10182,S. Ryall,185170,27,Australia,65,65,RB
10183,M. Jiménez,187218,27,Mexico,65,67,GK
10184,B. Samba,204883,23,Congo,65,69,GK
10185,M. Aaquist,214099,22,Denmark,65,75,CAM
10186,R. Lameiras,225363,22,Portugal,65,72,LM
10187,M. Sadler,162899,32,England,65,65,LB
10188,S. Sarr,230995,21,Senegal,65,73,CM
10189,J. Aguilar,239187,22,Panama,65,71,LW
10190,O. Bagüí,182867,34,Ecuador,65,65,LB
10191,Yoo Hyun,191827,32,Korea Republic,65,65,GK
10192,A. Acosta,198740,29,Mexico,65,65,CM
10193,J. Malagón,214356,24,Colombia,65,72,CB
10194,S. Bannigan,215636,24,Scotland,65,70,CAM
10195,Leandrinho,230740,18,Brazil,65,84,CAM
10196,D. Petković,240212,24,Montenegro,65,70,GK
10197,J. Coppens,184148,26,Belgium,65,67,GK
10198,C. Källqvist,118868,33,Sweden,65,65,GK
10199,F. Doré,198229,28,Congo,65,65,ST
10200,Fran Rodríguez,235093,22,Spain,65,70,RB
10201,B. Kallman,237397,26,United States,65,65,CB
10202,K. Coulibaly,213334,24,France,65,71,RM
10203,R. Vera,226390,34,Argentina,65,65,CB
10204,A. Østli,105046,34,Norway,65,65,RB
10205,K. Walker-Peters,227927,20,England,65,80,LB
10206,J. Müller,208984,27,Germany,65,65,CAM
10207,Lim Min Hyuk,233560,20,Korea Republic,65,74,CM
10208,G. Balažic,209241,29,Slovenia,65,65,CB
10209,A. Faltsetas,198490,29,Sweden,65,65,CDM
10210,M. Amini,199002,24,Australia,65,68,RM
10211,E. Digbeu,222298,25,France,65,69,RB
10212,P. Müller,224090,22,Germany,65,74,LM
10213,R. Gojani,231514,24,Sweden,65,70,CDM
10214,S. Bueno,237658,18,Uruguay,65,80,CDM
10215,S. Kleineheismann,201051,29,Germany,65,65,CB
10216,Kim Min Hyeok,226651,24,Korea Republic,65,70,CAM
10217,M. Jensen,229723,21,Denmark,65,75,CM
10218,L. Strizzolo,235867,25,Italy,65,68,ST
10219,J. Cox,237403,23,Panama,65,73,ST
10220,T. Röttger,175963,31,Germany,65,65,LW
10221,Z. Valentin,202076,25,United States,65,67,LB
10222,H. Shaian,208988,28,Saudi Arabia,65,65,GK
10223,F. Álvarez,214364,24,Colombia,65,71,LB
10224,Park Yong Woo,226652,23,Korea Republic,65,70,CB
10225,J. Derstroff,204637,25,Germany,65,68,RM
10226,De La Hoz,211037,25,Spain,65,72,CB
10227,H. Bjørdal,214877,20,Norway,65,75,ST
10228,A. Hadžiahmetović,233053,20,Bosnia Herzegovina,65,77,CDM
10229,S. Maierhofer,179549,34,Austria,65,65,ST
10230,C. Ramsebner,183645,28,Austria,65,67,CB
10231,Freire,145758,27,Brazil,65,65,CB
10232,O. Mangala,234078,19,Belgium,65,79,CM
10233,B. Lennon,237662,19,United States,65,77,ST
10234,P. Sohm,238686,25,Germany,65,68,ST
10235,B. Figueroa,239454,18,Mexico,65,73,ST
10236,D. Briceño,214367,31,Colombia,65,65,CB
10237,K. Thiam,234079,23,Senegal,65,70,CM
10238,N. Ampomah,235103,21,Ghana,65,73,LM
10239,J. Orlov,197984,31,Sweden,65,65,ST
10240,J. Gyamerah,216416,22,Germany,65,75,RW
10241,A. Doukha,217696,30,Algeria,65,65,GK
10242,T. Rodríguez,231264,21,Argentina,65,77,RM
10243,J. Izumisawa,232800,25,Japan,65,68,RM
10244,M. Connolly,198497,25,Republic of Ireland,65,70,CB
10245,Jeong Dong Ho,212065,27,Korea Republic,65,65,LB
10246,M. Pitton,228961,22,Argentina,65,70,CM
10247,L. Blessing,237153,20,Ghana,65,71,ST
10248,T. Al Absi,213090,24,Saudi Arabia,65,70,CB
10249,M. Moscati,223330,24,Italy,65,70,RM
10250,V. Kravets,237410,19,Ukraine,65,75,LB
10251,K. Kikuchi,191330,31,Japan,65,65,CB
10252,Kim Dae Jung,222051,24,Korea Republic,65,70,CB
10253,L. Coyle,224099,21,England,65,75,RM
10254,F. Crivelli,226403,35,Argentina,65,65,GK
10255,J. Amoroso,226659,29,Argentina,65,65,ST
10256,A. Iunco,162147,33,Italy,65,65,RW
10257,Diego Alende,228707,19,Spain,65,75,CB
10258,Ruca,229475,26,Portugal,65,66,LW
10259,S. Silva,232291,27,Sweden,65,66,ST
10260,M. Edwards,235619,18,England,65,87,CAM
10261,S. Lagrou,239971,25,Morocco,65,67,LM
10262,M. Exslager,199780,26,Germany,65,66,LW
10263,A. Al Hafith,207716,24,Saudi Arabia,65,74,CB
10264,R. Garbuschewski,209252,31,Germany,65,65,CAM
10265,Lee Myung Jae,222052,23,Korea Republic,65,74,LB
10266,P. Koch,188772,26,Switzerland,65,67,LM
10267,V. Osimhen,232293,18,Nigeria,65,83,ST
10268,Jean Cleber,234853,27,Brazil,65,65,CM
10269,T. Salamon,188261,28,Austria,65,65,LM
10270,K. Alston,190565,29,United States,65,65,LB
10271,D. McMillan,199014,28,Republic of Ireland,65,65,ST
10272,A. Corryn,209510,23,Belgium,65,70,CDM
10273,S. Roux,213094,24,New Zealand,65,69,RB
10274,G. De Feo,218470,23,Italy,65,68,ST
10275,R. Bayard,234854,23,France,65,71,ST
10276,L. Röser,238694,23,Germany,65,71,ST
10277,K. Falkenberg,183910,29,Germany,65,65,RB
10278,D. Jiménez,187238,28,Mexico,65,65,ST
10279,S. Moore,194150,27,England,65,68,GK
10280,O. Threlkeld,217191,23,England,65,71,LB
10281,L. Esqueda,157031,36,Mexico,65,65,LWB
10282,G. Acampora,225128,23,Italy,65,72,CDM
10283,M. Mount,233064,18,England,65,83,CM
10284,P. Funk,193896,27,Germany,65,66,RB
10285,H. Bunn,205161,24,England,65,68,RM
10286,C. Sammon,171881,30,Republic of Ireland,65,65,RM
10287,C. Cato,207979,24,Trinidad & Tobago,65,68,RM
10288,A. Nabbout,212075,24,Australia,65,71,LW
10289,G. Esparza,222315,24,Argentina,65,70,LM
10290,P. Mišák,232555,26,Slovakia,65,66,RM
10291,M. Bíttolo,215148,27,Argentina,65,66,LM
10292,F. Rawson,223852,20,England,65,75,CB
10293,Kevin,228716,24,Spain,65,72,RB
10294,M. Ørnskov,155757,31,Denmark,65,65,CDM
10295,L. Berry,223085,24,England,65,70,CAM
10296,A. Kamara,210798,23,Sierra Leone,65,71,ST
10297,B. Geens,213358,21,Belgium,65,74,GK
10298,M. Halsti,150894,33,Finland,65,65,CDM
10299,M. Ilaimaharitra,220782,21,France,65,74,CM
10300,F. Grillo,222830,24,Argentina,65,69,CB
10301,Patrão,215151,27,Portugal,65,66,CM
10302,K. Nwakali,239215,19,Nigeria,65,78,CAM
10303,J. Sudić,189295,26,Sweden,65,68,CB
10304,D. Gissi,189551,26,Switzerland,65,69,RB
10305,N. Cameron,196976,25,England,65,71,CB
10306,R. Edwards,208752,23,England,65,70,CB
10307,D. Mangni,219760,24,Italy,65,71,ST
10308,S. Ferguson,192624,25,Northern Ireland,65,66,LB
10309,J. Nilsson,210802,23,Sweden,65,73,CB
10310,P. Fryc,219762,24,Poland,65,70,RB
10311,Y. Attal,240754,21,Algeria,65,74,RM
10312,R. Godínez,211059,24,Mexico,65,70,CB
10313,Tarsi,212083,22,Spain,65,74,CDM
10314,Ezkieta,225395,20,Spain,65,79,GK
10315,F. Lanzillotta,226675,24,Argentina,65,73,GK
10316,M. Fink,235891,27,Slovenia,65,65,RB
10317,M. Mikovič,237939,26,Slovakia,65,65,RM
10318,A. Collin,53363,32,England,65,65,GK
10319,D. Rose,209268,29,England,65,65,CDM
10320,J. Tosik,165748,30,Poland,65,65,CDM
10321,T. Morita,232564,26,Japan,65,67,GK
10322,S. Żurkowski,239732,19,Poland,65,76,CM
10323,S. Kukuruzović,199285,28,Croatia,65,65,CAM
10324,A. Al Mutairi,210805,31,Saudi Arabia,65,65,RM
10325,Lasure,236405,23,Spain,65,72,CB
10326,Evandro,185205,29,Brazil,65,65,ST
10327,P. Taylor,188789,29,England,65,65,ST
10328,W. Suwayyid,210806,29,Saudi Arabia,65,65,LB
10329,I. Radu,234102,20,Romania,65,77,GK
10330,P. Estupiñán,237942,19,Ecuador,65,75,LB
10331,L. Martínez,177270,30,Mexico,65,65,CDM
10332,N. Clarke,887,33,England,65,65,CB
10333,José Cruz,200823,28,Spain,65,65,RB
10334,C. Curran,179831,27,England,65,65,ST
10335,S. López,213624,31,Argentina,65,65,GK
10336,F. Angileri,215160,23,Argentina,65,70,RM
10337,J. Bager,222328,20,Denmark,65,73,CB
10338,A. Vetrih,241016,26,Slovenia,65,66,CDM
10339,K. Pannewitz,197241,25,Germany,65,70,CM
10340,B. Kopacz,201081,25,Poland,65,68,CB
10341,H. Patronen,156025,33,Finland,65,65,CB
10342,F. Cristaldo,223097,20,Argentina,65,72,RM
10343,T. Parkes,194937,25,England,65,66,CB
10344,S. Lovric,223866,19,Austria,65,77,CM
10345,N. Butzen,238970,24,Germany,65,68,RB
10346,N. Di Roberto,190074,31,Italy,65,65,LW
10347,G. Zelalem,216699,20,United States,65,75,CDM
10348,R. Brown,219259,21,England,65,74,CM
10349,F. Escobar,222587,22,Argentina,65,73,RB
10350,D. Zeefuik,235899,19,Netherlands,65,75,RB
10351,S. Salviato,189563,29,Italy,65,65,RM
10352,R. Dow,201084,26,Scotland,65,66,LM
10353,S. Adekugbe,220028,22,Canada,65,72,LB
10354,P. Foden,237692,17,England,65,84,CAM
10355,A. Poggenborg,121980,33,Germany,65,65,GK
10356,E. Gómez,221053,23,Argentina,65,70,LM
10357,M. Finotto,235133,24,Italy,65,69,ST
10358,K. Sadlier,210046,22,Republic of Ireland,65,75,CM
10359,T. Hołota,211070,26,Poland,65,67,CB
10360,D. Payne,226174,21,United States,65,72,LB
10361,J. Lillis,165502,30,England,65,65,GK
10362,P. Rosario,235134,20,Netherlands,65,75,CM
10363,Sim Sang Min,221567,24,Korea Republic,65,71,LWB
10364,I. Diallo,230015,20,Mali,65,75,CB
10365,Choi Kyu Baek,232831,23,Korea Republic,65,72,CB
10366,E. Palos,171391,31,Mexico,65,65,GK
10367,M. Rojas,237183,21,Paraguay,65,77,LW
10368,Pedro Silva,239999,20,Portugal,65,77,GK
10369,D. Khomich,147584,32,Russia,65,65,GK
10370,Kim Dong Jin,222592,24,Korea Republic,65,69,CDM
10371,G. Montoya,158592,34,Argentina,65,65,GK
10372,Paulo Otávio,208001,22,Brazil,65,74,LB
10373,A. Al Shammari,225409,28,Saudi Arabia,65,65,RB
10374,E. Bajrami,181377,29,Sweden,65,65,ST
10375,T. Elliott,183425,26,England,65,68,ST
10376,R. Salinas,215170,31,Argentina,65,65,ST
10377,M. Castro,226690,29,Uruguay,65,65,GK
10378,M. Dumbuya,194178,29,Sierra Leone,65,65,RB
10379,S. Benyamina,205443,27,Germany,65,65,ST
10380,J. Quiroga,142979,35,Argentina,65,65,CB
10381,S. Tronstad,212099,21,Norway,65,70,CM
10382,T. Lapslie,213635,21,England,65,74,CM
10383,J. Rivas,214147,29,Colombia,65,65,CB
10384,N. Freire,214659,23,Argentina,65,73,CB
10385,V. Demarconnay,150659,34,France,65,65,GK
10386,C. Chaplin,225667,20,England,65,82,ST
10387,V. Mogos,229251,24,Romania,65,69,RB
10388,N. Bandiera,232067,27,Argentina,65,65,RM
10389,C. Handke,238979,28,Germany,65,65,CB
10390,R. Allsop,199812,25,England,65,71,GK
10391,Gus Ledes,204676,24,Portugal,65,72,CDM
10392,M. Lowe,212100,20,England,65,79,LM
10393,D. Dussaut,219781,22,France,65,71,RM
10394,T. Schwede,238981,23,Germany,65,71,RW
10395,J. Adebanjo,239749,23,Nigeria,65,70,CB
10396,G. Piesio,176261,28,Poland,65,65,CAM
10397,B. Sankoh,205190,25,Guinea,65,68,RB
10398,L. Chiaretti,210566,29,Brazil,65,65,CAM
10399,M. Petrasso,212358,21,Canada,65,73,RB
10400,T. Lumanza,215430,23,Belgium,65,71,CDM
10401,G. Evans,152454,29,England,65,65,RM
10402,Jean Carlos,235398,21,Brazil,65,73,CAM
10403,G. Nijholt,186502,27,Netherlands,65,65,LM
10404,D. Albadoro,203911,28,Italy,65,65,ST
10405,A. Aguilar,228231,28,Paraguay,65,65,GK
10406,A. Salugin,167559,28,Russia,65,65,LM
10407,L. Olaza,221832,22,Uruguay,65,72,LWB
10408,Alex Rodríguez,205961,23,Spain,65,69,CM
10409,I. Azemi,210314,25,Kosovo,65,67,ST
10410,M. Mehlem,227978,19,Germany,65,79,RM
10411,F. Margiotta,234890,23,Italy,65,72,ST
10412,M. Ali Yakoubi,220811,26,Tunisia,65,67,CB
10413,J. Onguéné,221323,19,France,65,80,CB
10414,C. Landu Landu,186507,25,Norway,65,70,CM
10415,A. Pavlović,234636,23,Serbia,65,72,ST
10416,M. Ullmann,238988,21,Austria,65,74,LB
10417,K. Guédé,177036,32,Slovakia,65,65,ST
10418,A. Ponroy,177292,31,France,65,65,CB
10419,A. Østbø,186508,26,Norway,65,70,GK
10420,J. Mills,189836,27,England,65,66,LB
10421,R. Bocalon,199053,28,Italy,65,65,ST
10422,R. Riski,202893,25,Finland,65,67,ST
10423,L. Clarke,155533,32,England,65,65,ST
10424,Toni Villa,229517,22,Spain,65,76,CM
10425,R. Rep,238989,27,Slovenia,65,65,RW
10426,M. Giordano,226446,37,Argentina,65,65,GK
10427,M. Lucero,236430,27,Argentina,65,66,LM
10428,J. Al-Hazaimeh,204175,25,Germany,65,67,LM
10429,A. Wailbi,209551,26,Saudi Arabia,65,66,LB
10430,H. Sakhi,216463,21,Morocco,65,72,CM
10431,D. Holm,152463,31,Norway,65,65,CAM
10432,S. Supple,159375,30,Republic of Ireland,65,66,GK
10433,E. Legati,173199,31,Italy,65,65,CB
10434,C. Ben Saada,111503,33,Tunisia,65,65,CAM
10435,T. Erat,204176,25,Azerbaijan,65,67,RB
10436,Y. Otayn,209552,26,Saudi Arabia,65,68,CDM
10437,D. Arapov,215952,24,Russia,65,71,GK
10438,I. Boggino,227216,31,Argentina,65,65,CB
10439,Y. Maruyama,232848,28,Japan,65,65,CB
10440,B. Jatta,234640,19,Gambia,65,78,LW
10441,I. Ouédraogo,204689,28,Burkina Faso,65,65,ST
10442,P. Azogue,211345,22,Bolivia,65,74,CAM
10443,D. Atanga,226705,20,Ghana,65,74,LM
10444,J. van der Heyden,228241,21,Netherlands,65,71,CDM
10445,R. Ogawa,232849,20,Japan,65,76,LB
10446,K. Dougall,233105,24,Australia,65,69,LB
10447,T. Nocchi,210835,26,Italy,65,65,GK
10448,M. Ahlschwede,211859,27,Germany,65,65,RB
10449,J. Lolley,221587,24,England,65,68,LM
10450,D. Rodríguez,222611,21,Argentina,65,75,CM
10451,E. Güral,223123,28,Turkey,65,65,ST
10452,A. Gerrard,158867,31,Republic of Ireland,65,65,CB
10453,K. N'Doram,229011,21,France,65,76,CDM
10454,K. Yoshimoto,232851,29,Japan,65,66,CB
10455,G. Liddle,169619,31,England,65,65,CB
10456,J. Torunarigha,236947,19,Germany,65,80,LB
10457,P. Cutrone,237715,19,Italy,65,80,ST
10458,B. Kee,193939,26,Northern Ireland,65,66,ST
10459,T. Yonemoto,232852,26,Japan,65,66,CM
10460,R. Reid,179860,28,England,65,65,ST
10461,M. Wanitzek,228245,24,Germany,65,68,LM
10462,A. Pnishi,229013,26,Kosovo,65,68,CB
10463,R. Boukari,165269,30,Togo,65,65,LW
10464,H. Fujiharu,232597,28,Japan,65,65,LM
10465,M. Schulze,192661,28,Germany,65,65,RB
10466,D. Fox,138390,33,England,65,65,CM
10467,M. Grimes,212118,21,England,65,73,CM
10468,G. Baldock,200855,24,England,65,72,RWB
10469,J. Bartkowski,205975,25,Poland,65,69,LB
10470,N. Safronidi,215959,33,Russia,65,65,LW
10471,M. Cardona,224407,21,Colombia,65,76,CAM
10472,A. Vita,227223,24,Italy,65,67,LM
10473,P. Hartley,169623,29,England,65,65,CB
10474,J. Słowik,201112,25,Poland,65,68,GK
10475,M. Rigione,211608,26,Italy,65,66,CB
10476,D. Dziwniel,211864,24,Poland,65,68,LB
10477,Kim Yong Dae,136601,37,Korea Republic,65,65,GK
10478,A. El-Abd,156313,32,Egypt,65,65,CB
10479,B. Özbek,177049,30,Germany,65,65,CM
10480,J. Proctor,195481,25,England,65,67,ST
10481,O. Marciano,220314,27,Israel,65,67,GK
10482,A. Scifo,224410,29,Argentina,65,65,RB
10483,Kim Jung Ya,232602,29,Korea Republic,65,65,CB
10484,C. Bell,167834,30,Scotland,65,65,GK
10485,J. Allen,213147,22,England,65,74,CM
10486,M. Tishkin,223387,27,Russia,65,66,CDM
10487,G. Melkadze,228763,20,Russia,65,75,ST
10488,J. Świerczok,207516,24,Poland,65,71,ST
10489,M. Galmarini,215196,35,Argentina,65,65,RB
10490,M. Bader,225692,20,Germany,65,76,RM
10491,D. Andrew,190620,26,England,65,67,CB
10492,H. Lybohy,203933,33,France,65,65,CB
10493,M. Al Fehaid,209565,27,Saudi Arabia,65,68,CM
10494,M. Ambichl,234653,26,Austria,65,67,CDM
10495,R. Koch,203166,31,Germany,65,65,ST
10496,J. Fabri,211358,23,France,65,73,GK
10497,J. Rask,184222,28,Denmark,65,66,GK
10498,M. Doyle,152735,35,Republic of Ireland,65,65,CM
10499,N. Nyauza,221599,27,South Africa,65,66,CDM
10500,H. Camara,177311,33,France,65,65,CB
10501,C. Gratzei,155808,35,Austria,65,65,GK
10502,M. Clarke,221600,20,England,65,82,CB
