,Name,ID,Age,Nationality,primary_pos,Overall,Potential,Salary,Club
8928,G. Heinry,234536,27,France,CM,66,66,2000,Bourg en Bresse Péronnas 01
8929,Cristian Ceballos,205353,24,Spain,RM,66,70,3000,Sint-Truidense VV
8930,D. Kort,215593,22,Poland,CAM,66,73,2000,Pogoń Szczecin
8931,S. Nachreiner,209194,28,Germany,RB,66,66,4000,SSV Jahn Regensburg
8932,L. Samson,234282,21,Germany,CB,66,76,5000,Eintracht Braunschweig
8933,S. Darby,178218,28,England,RB,66,66,10000,Bolton Wanderers
8934,A. Jacobson,186666,31,United States,CB,66,66,2000,Vancouver Whitecaps FC
8935,Y. Thoelen,188202,26,Belgium,GK,66,69,5000,KAA Gent
8936,D. Dedechko,199211,29,Ukraine,CM,66,66,6000,FC SKA-Energiya Khabarovsk
8937,H. Quiñones,211499,25,Colombia,LB,66,69,3000,FC Paços de Ferreira
8938,Narcisso Mau,230187,29,Brazil,RB,66,66,4000,Vitória
8939,S. Skarlatidis,234283,26,Germany,RM,66,66,1000,Würzburger FV
8940,A. Zamora,192043,25,Mexico,CB,66,69,14000,Puebla
8941,Dani Calvo,219180,23,Spain,CB,66,70,2000,CD Numancia
8942,A. Vega,233260,19,Mexico,ST,66,80,3000,Deportivo Toluca
8943,B. Halloran,203309,25,Australia,LM,66,69,5000,1. FC Heidenheim
8944,P. Möschl,210477,24,Austria,LM,66,71,4000,SG Dynamo Dresden
8945,S. Vasiliadis,238637,19,Germany,CAM,66,78,1000,VfR Aalen
8946,A. Stolz,183597,33,Germany,GK,66,66,7000,TSG 1899 Hoffenheim
8947,H. Mizumoto,197422,31,Japan,CB,66,66,4000,Sanfrecce Hiroshima
8948,K. Barmen,198702,23,Norway,CM,66,70,2000,SK Brann
8949,M. Meilinger,199470,25,Austria,LM,66,67,4000,Aalborg BK
8950,M. Ndoye-Baye,208174,25,Senegal,CDM,66,70,2000,Tours FC
8951,M. Lewandowski,209454,24,Poland,LB,66,71,2000,Lechia Gdańsk
8952,T. Gamiette,188206,31,France,CM,66,66,2000,Bourg en Bresse Péronnas 01
8953,T. Pettersson,208432,27,Sweden,CB,66,67,2000,Östersunds FK
8954,N. Knight-Percival,208944,30,England,CB,66,66,4000,Bradford City
8955,L. Zwoliński,209456,24,Poland,ST,66,70,2000,Pogoń Szczecin
8956,R. Hollingshead,221488,26,United States,LM,66,67,2000,FC Dallas
8957,Botelhinonsa,230192,29,Brazil,RB,66,66,5000,Sport Club do Recife
8958,A. Götz,208945,23,Germany,RB,66,70,3000,Roda JC Kerkrade
8959,B. Boswell,165169,34,United States,CB,66,66,2000,Atlanta United FC
8960,K. Rosenberry,231985,23,United States,RB,66,75,2000,Philadelphia Union
8961,I. Villaseñor,169521,34,Mexico,GK,66,66,2000,Puebla
8962,A. Goiri,237617,29,Paraguay,CB,66,66,1000,Deportivo Pasto
8963,Joca,239921,21,Portugal,RW,66,76,3000,Tondela
8964,F. Makhedjouf,202546,26,Algeria,CM,66,67,2000,Tours FC
8965,S. Piesinger,210482,25,Austria,CDM,66,69,4000,SCR Altach
8966,Dálcio,226866,21,Portugal,LM,66,81,11000,Rangers
8967,João Costa,231474,21,Portugal,GK,66,76,2000,FC Porto
8968,L. Sepsi,172082,30,Romania,LB,66,66,4000,1. FC Nürnberg
8969,J. Saunders,138291,36,Puerto Rico,GK,66,66,1000,Orlando City Soccer Club
8970,D. Čavušević,209459,29,Slovenia,ST,66,66,5000,FC Zürich
8971,R. Fernández,214835,26,Chile,ST,66,67,7000,Al Fayha
8972,K. Moore,216627,24,England,ST,66,70,6000,Rotherham United
8973,M. Bär,238643,25,Germany,RM,66,68,1000,VfR Aalen
8974,M. Fares,226356,21,France,LW,66,73,6000,Hellas Verona
8975,N. Hoheneder,161844,30,Austria,CDM,66,66,4000,Holstein Kiel
8976,M. Pietrowski,188724,29,Poland,CDM,66,66,3000,Piast Gliwice
8977,S. O'Keefe,189492,26,England,CDM,66,67,8000,Portsmouth
8978,K. Djellabi,139829,34,France,LB,66,66,2000,Clermont Foot 63
8979,A. Shvets,206133,24,Russia,CM,66,73,7000,Terek Grozny
8980,S. Horvath,213301,20,Austria,CAM,66,73,4000,SG Dynamo Dresden
8981,R. Piris Da Motta,234037,22,Paraguay,CDM,66,73,5000,San Lorenzo de Almagro
8982,I. Tajouri,213302,23,Austria,ST,66,72,6000,FK Austria Wien
8983,A. Kara,223030,24,Turkey,CM,66,72,7000,Evkur Yeni Malatyaspor
8984,A. Soto,227894,22,Colombia,RM,66,73,1000,Independiente Santa Fe
8985,J. Marquis,195126,25,England,ST,66,70,3000,Doncaster Rovers
8986,F. Vismara,199735,34,Argentina,CM,66,66,5000,Racing Club de Avellaneda
8987,Park Gi Dong,202295,28,Korea Republic,CAM,66,66,3000,Suwon Samsung Bluewings
8988,M. Uhre,213815,22,Denmark,ST,66,76,4000,SønderjyskE
8989,T. Pachonik,222775,22,Germany,RM,66,75,1000,Carpi
8990,A. Riel,239159,26,Denmark,ST,66,67,5000,Aarhus GF
8991,Cho Sung Hwan,136504,35,Korea Republic,CB,66,66,2000,Jeonbuk Hyundai Motors
8992,M. Danielsson,208440,28,Sweden,CB,66,67,2000,GIF Sundsvall
8993,J. Dodoo,215864,22,Ghana,RM,66,76,13000,Charlton Athletic
8994,Edenildo Lagoas,230200,29,Brazil,CB,66,66,8000,São Paulo Futebol Clube
8995,K. Fisher,231992,23,United States,RB,66,71,2000,Montreal Impact
8996,J. Álvarez,214329,30,Colombia,LM,66,66,1000,Alianza Petrolera
8997,O. Hüsing,222521,24,Germany,CB,66,71,1000,Hansa Rostock
8998,M. Dittgen,225849,22,Germany,LM,66,73,4000,SV Wehen Wiesbaden
8999,D. Bogaev,231225,23,Russia,RB,66,71,13000,Zenit St. Petersburg
9000,D. Frick,238649,27,Germany,CAM,66,68,1000,FSV Zwickau
9001,E. Pimentel,187193,27,Mexico,CB,66,66,13000,Puebla
9002,I. Vélez,196153,32,Colombia,LB,66,66,1000,CD America de Cali
9003,Yun Ju Tae,203834,27,Korea Republic,LM,66,66,3000,Sangju Sangmu FC
9004,A. Grant,209210,23,Australia,CB,66,74,2000,Perth Glory
9005,G. Berthier,224826,21,France,CAM,66,75,2000,Stade de Reims
9006,R. Milsom,176442,30,England,LB,66,66,6000,Notts County
9007,S. Jakobsen,193594,26,Denmark,CB,66,71,3000,Silkeborg IF
9008,K. Holmberg,202043,24,Sweden,ST,66,71,2000,IFK Norrköping
9009,Salva Ruíz,210747,22,Spain,CB,66,71,6000,Valencia CF
9010,M. Vlap,229435,20,Netherlands,CM,66,76,3000,SC Heerenveen
9011,Romário Baldé,229947,20,Portugal,RM,66,74,2000,Lechia Gdańsk
9012,M. Massop,235579,23,Netherlands,CB,66,71,3000,Excelsior
9013,S. Nijland,184635,28,Netherlands,CAM,66,66,4000,PEC Zwolle
9014,C. Nöthe,186939,29,Germany,ST,66,66,3000,DSC Arminia Bielefeld
9015,D. Gasparetto,189755,29,Italy,CB,66,66,1000,Ternana
9016,S. Caldwell,212540,26,United States,CDM,66,69,3000,New England Revolution
9017,Lee Gwang Hyeok,221756,21,Korea Republic,LW,66,73,3000,Pohang Steelers
9018,S. Neville,192572,28,Australia,RB,66,66,3000,Perth Glory
9019,Kim Jin Young,221757,25,Korea Republic,GK,66,69,2000,Pohang Steelers
9020,R. Wolf,186941,29,Germany,GK,66,66,6000,Fortuna Düsseldorf
9021,P. Dibba,208446,29,Gambia,ST,66,66,2000,Hammarby IF
9022,A. Rafetraniaina,212030,20,France,CM,66,76,6000,OGC Nice
9023,C. Erskine,213566,30,Scotland,RM,66,66,3000,Partick Thistle F.C.
9024,L. Badiashile,235582,19,France,GK,66,77,3000,AS Monaco
9025,J. Reimerink,200255,27,Netherlands,LM,66,66,1000,VfL Osnabrück
9026,T. Schulz,208703,32,Germany,RB,66,66,1000,VfR Aalen
9027,K. Doolan,213567,30,Scotland,ST,66,66,3000,Partick Thistle F.C.
9028,H. Shipp,221503,25,United States,CAM,66,67,3000,Seattle Sounders FC
9029,L. Escalante,226879,25,Colombia,ST,66,69,1000,CPD Junior Barranquilla
9030,A. Bouzat,232255,23,Argentina,LM,66,74,6000,Boca Juniors
9031,E. González,196159,35,Colombia,LB,66,66,1000,Jaguares Fútbol Club
9032,L. Gooch,222528,21,United States,CM,66,75,3000,Sunderland
9033,A. Portales,224832,21,Mexico,CB,66,71,10000,Monterrey
9034,A. Kovačević,230976,25,Serbia,CM,66,69,1000,FK Haugesund
9035,E. Balyaykin,187456,29,Russia,CM,66,66,6000,FC SKA-Energiya Khabarovsk
9036,C. Quiring,198977,26,Germany,RM,66,67,1000,Hansa Rostock
9037,D. Léon,205377,24,France,GK,66,73,1000,Stade Brestois 29
9038,J. Bøge,199746,27,Denmark,RB,66,67,3000,Hobro IK
9039,H. Dijkhuizen,215618,25,Netherlands,RB,66,68,3000,Roda JC Kerkrade
9040,C. Forrester,202819,24,Republic of Ireland,LM,66,72,3000,Peterborough United
9041,Amido Baldé,204099,26,Guinea Bissau,ST,66,68,3000,CS Marítimo
9042,D. Balanta,214339,23,Colombia,RB,66,74,1000,CPD Junior Barranquilla
9043,N. Alblas,223811,22,Netherlands,GK,66,73,2000,Ajax
9044,M. Niakhaté,225859,21,France,CB,66,77,3000,FC Metz
9045,N. Benedetti,229699,20,Colombia,RW,66,79,1000,Asociacion Deportivo Cali
9046,B. Brereton,233795,18,England,RM,66,85,5000,Nottingham Forest
9047,B. Tashchy,205892,23,Ukraine,LM,66,72,2000,MSV Duisburg
9048,M. Cafaro,231236,20,France,CM,66,81,2000,Stade de Reims
9049,A. Nuhiu,188996,27,Kosovo,ST,66,66,16000,Sheffield Wednesday
9050,P. Jagne,191044,27,Gambia,LM,66,66,4000,FC Zürich
9051,L. Burnet,203845,26,Netherlands,LB,66,69,3000,Excelsior
9052,D. Samuel,207429,23,England,RM,66,74,4000,Blackburn Rovers
9053,Y. González,219717,22,Colombia,CAM,66,71,1000,CPD Junior Barranquilla
9054,C. Giraldo,221253,27,Colombia,GK,66,69,1000,Tigres FC
9055,D. van Bruggen,223813,21,Netherlands,CB,66,74,3000,VVV-Venlo
9056,P. Ochs,229701,20,Germany,LB,66,80,7000,TSG 1899 Hoffenheim
9057,M. Defendi,170565,31,Italy,CM,66,66,1000,Ternana
9058,P. Sisniega,235590,21,Mexico,GK,66,75,4000,Real Sociedad
9059,Jeffrén,189510,29,Venezuela,LM,66,66,6000,Grasshopper Club Zürich
9060,Pulido,200519,26,Spain,CB,66,68,3000,SD Huesca
9061,S. Al Muwallad,212039,26,Saudi Arabia,RM,66,68,10000,Al Ahli
9062,E. Markkanen,221511,25,Finland,ST,66,69,3000,SG Dynamo Dresden
9063,D. Gómez,227143,25,Colombia,CAM,66,68,1000,Águilas Doradas
9064,D. Rigo,236615,18,Belgium,CM,66,84,3000,PSV
9065,S. Eastwood,173895,28,England,GK,66,68,3000,Oxford United
9066,R. Windbichler,203848,26,Austria,CDM,66,68,2000,Ulsan Hyundai Horang-i
9067,A. Almici,204616,24,Italy,RM,66,70,6000,Cremonese
9068,P. Aguilar,226632,32,Argentina,RB,66,66,3000,San Martín de San Juan
9069,C. Cropper,203849,24,United States,GK,66,74,2000,New England Revolution
9070,N. Bertocchi,215113,28,Argentina,CAM,66,66,4000,Club Atlético Tigre
9071,F. Scaglia,220489,25,Italy,CB,66,73,1000,Cittadella
9072,C. Carrillo,227145,24,Colombia,CDM,66,73,1000,Jaguares Fútbol Club
9073,I. Harkes,237385,22,United States,CDM,66,77,2000,D.C. United
9074,A. Kokoszka,174665,30,Poland,CDM,66,66,2000,Śląsk Wrocław
9075,H. Vučkić,190793,24,Slovenia,ST,66,69,3000,FC Twente
9076,E. Jääger,140618,32,Estonia,LB,66,66,2000,Vålerenga Fotball
9077,Bustos,146762,34,Spain,CDM,66,66,3000,Lorca Deportiva CF
9078,Hebert,219978,26,Brazil,CB,66,68,2000,Piast Gliwice
9079,J. Jach,223306,23,Poland,CB,66,74,2000,Zagłębie Lubin
9080,N. Stefanelli,224330,23,Argentina,ST,66,74,3000,AIK Solna
9081,L. Sercombe,188490,27,England,CM,66,67,4000,Bristol Rovers
9082,E. Rashani,198731,24,Kosovo,LW,66,71,2000,Odds BK
9083,J. Kubicki,223307,21,Poland,CDM,66,73,2000,Zagłębie Lubin
9084,Juan Cámara,223819,23,Spain,RM,66,72,27000,CF Reus Deportiu
9085,C. Oikonomidis,228171,22,Australia,LM,66,75,10000,Lazio
9086,E. Hajri,209740,34,Tunisia,LB,66,66,2000,MSV Duisburg
9087,J. O'Connell,212300,23,England,LB,66,74,9000,Sheffield United
9088,Chris Farminhão,230220,33,Brazil,RB,66,66,4000,Atlético Clube Goianiense
9089,E. Reséndez,231244,21,Mexico,GK,66,77,7000,Monterrey
9090,D. Widgren,231500,23,Sweden,LWB,66,71,2000,Östersunds FK
9091,A. Mühling,209485,24,Germany,CAM,66,69,4000,Holstein Kiel
9092,C. Giraldo,214093,37,Colombia,CDM,66,66,1000,Deportivo Pasto
9093,A. D'Angelo,216141,31,Italy,LM,66,66,2000,Avellino
9094,D. Moro,163405,35,Italy,CDM,66,66,1000,Cremonese
9095,Heo Young Joon,232269,24,Korea Republic,ST,66,70,2000,Jeonnam Dragons
9096,L. Hodson,193357,25,Northern Ireland,LB,66,70,12000,Rangers
9097,H. Bahebri,208974,24,Saudi Arabia,RM,66,69,8000,Al Shabab
9098,M. Poletanović,227150,23,Serbia,CM,66,72,5000,FC Tosno
9099,J. Hopcutt,231502,25,England,ST,66,71,2000,Östersunds FK
9100,S. Sabelli,206159,24,Italy,RB,66,70,1000,Bari
9101,M. Konczkowski,211791,23,Poland,RB,66,71,2000,Piast Gliwice
9102,A. Jovanović,213327,27,Australia,CB,66,66,2000,Jeju United FC
9103,C. Diedhiou,219471,29,Senegal,CB,66,66,4000,Royal Excel Mouscron
9104,L. Ospina,227919,26,Colombia,CB,66,69,1000,Alianza Petrolera
9105,R. Boguski,176207,33,Poland,RM,66,66,3000,Wisła Kraków
9106,F. Fragapane,207440,24,Argentina,RM,66,71,4000,Unión de Santa Fe
9107,S. Miangue,213328,20,Belgium,LB,66,76,9000,Cagliari
9108,T. Romanchuk,224336,25,Ukraine,CM,66,68,3000,Jagiellonia Białystok
9109,Y. Marillat,235856,22,France,GK,66,76,1000,Nîmes Olympique
9110,J. Baldwin,205393,24,England,CB,66,74,3000,Peterborough United
9111,J. Donachie,211793,24,Australia,CB,66,71,2000,Melbourne Victory
9112,M. Orihuela,224337,25,Argentina,LM,66,70,4000,Club Atlético Tigre
9113,B. Schulz,189265,31,Germany,CDM,66,66,1000,VfL Osnabrück
9114,R. Williams,204882,23,Australia,RM,66,73,3000,Rotherham United
9115,D. Asprilla,214354,25,Colombia,RM,66,69,3000,Portland Timbers
9116,F. Miguel,226130,20,France,CB,66,78,2000,Tours FC
9117,A. Awaji,228690,27,Saudi Arabia,ST,66,66,10000,Al Ahli
9118,M. Bukata,230994,23,Slovakia,CM,66,70,2000,Piast Gliwice
9119,K. Broll,238674,21,Germany,GK,66,75,1000,SG Sonnenhof Großaspach
9120,B. Sævarsson,183122,32,Iceland,CB,66,66,2000,Hammarby IF
9121,C. Philipps,215379,23,Luxembourg,CB,66,73,4000,FC Metz
9122,J. Quiñones,234579,20,Colombia,ST,66,77,14000,Lobos de la BUAP
9123,J. Hingert,193875,26,Australia,CB,66,69,2000,Brisbane Roar
9124,B. Ibini,203092,24,Australia,ST,66,68,2000,Vancouver Whitecaps FC
9125,B. Saller,210004,24,Germany,CM,66,71,3000,SSV Jahn Regensburg
9126,Mateus Gonçalves,234580,22,Brazil,LM,66,74,5000,Deportivo Toluca
9127,F. Micolta,214613,27,Colombia,RB,66,67,3000,Puebla
9128,A. Cajtoft,231509,23,Sweden,GK,66,75,1000,Jönköpings Södra IF
9129,Benny,234837,20,Portugal,ST,66,76,2000,CF Os Belenenses
9130,F. Banguero,226646,28,Colombia,LB,66,66,1000,CD Los Millionarios Bogota
9131,H. Iikura,232790,31,Japan,GK,66,66,2000,Yokohama F. Marinos
9132,J. Moreno,240982,23,Venezuela,CDM,66,73,0,
9133,T. Antonis,200535,23,Australia,CAM,66,71,3000,VVV-Venlo
9134,J. Riedel,201815,25,Germany,LB,66,69,1000,Hansa Rostock
9135,O. Hein,208983,27,Germany,CDM,66,67,3000,SSV Jahn Regensburg
9136,T. Yalçıner,234839,30,Turkey,CM,66,66,4000,Alanyaspor
9137,C. Taylor,177495,30,England,RM,66,66,10000,Bolton Wanderers
9138,B. Kadrii,201304,25,Denmark,LW,66,67,6000,Randers FC
9139,B. Gueye,225368,22,Senegal,ST,66,72,10000,Sint-Truidense VV
9140,S. Adelos,160088,29,Chile,RM,66,66,1000,Curicó Unido
9141,A. Šćekić,234840,25,Montenegro,CM,66,68,5000,Gençlerbirliği SK
9142,O. Mendoza,187225,28,Mexico,RB,66,66,8000,Cruz Azul
9143,J. Ring,213338,25,Sweden,RM,66,66,2000,Kalmar FF
9144,B. Girth,238938,25,Germany,ST,66,70,1000,SV Meppen
9145,D. Martin,116314,31,England,GK,66,66,7000,Millwall
9146,J. Taylor,198235,24,England,LM,66,69,3000,Rotherham United
9147,K. Sarkodie,202075,26,United States,LB,66,66,2000,San Jose Earthquakes
9148,T. Ondaan,210011,23,Netherlands,RM,66,70,3000,PEC Zwolle
9149,Andreu,159579,34,Spain,CM,66,66,3000,Perth Glory
9150,M. Johnson,227675,26,England,LB,66,67,5000,Middlesbrough
9151,J. Brinkies,204380,24,Germany,GK,66,74,1000,FSV Zwickau
9152,L. Fröde,227932,22,Germany,CM,66,74,2000,MSV Duisburg
9153,V. Janjetović,209757,29,Australia,GK,66,66,2000,Western Sydney Wanderers
9154,J. Glad,222557,20,United States,CB,66,76,2000,Real Salt Lake
9155,M. Maolida,234333,18,France,ST,66,84,10000,Olympique Lyonnais
9156,D. Grote,170589,30,Germany,LB,66,66,1000,Chemnitzer FC
9157,P. Herrmann,238685,29,Germany,RB,66,66,4000,Holstein Kiel
9158,L. Martinelli,205406,28,Italy,CB,66,66,2000,Foggia
9159,T. Černý,155998,32,Czech Republic,GK,66,66,2000,Partick Thistle F.C.
9160,L. Nganioni,223070,22,France,LB,66,71,12000,Olympique Lyonnais
9161,M. Kobras,183646,31,Austria,GK,66,66,4000,SCR Altach
9162,P. Heerwagen,122718,34,Germany,GK,66,66,4000,FC St. Pauli
9163,A. Al Sahabi,210783,30,Saudi Arabia,RB,66,66,10000,Al Ahli
9164,N. Tyson,53855,35,England,RW,66,66,4000,Wycombe Wanderers
9165,Y. Tasaka,191327,31,Japan,LM,66,66,3000,Kawasaki Frontale
9166,T. Chow,208480,23,England,RWB,66,75,2000,Ross County FC
9167,M. Caicedo,218976,25,Ecuador,LM,66,69,0,
9168,R. Ache,235360,18,Germany,ST,66,78,2000,Sparta Rotterdam
9169,S. Schuppan,170592,30,Germany,LB,66,66,1000,Würzburger FV
9170,Y. Yeboah,229217,20,Ghana,RM,66,77,3000,Real Oviedo
9171,Y. Al Salem,191841,32,Saudi Arabia,ST,66,66,5000,Ettifaq FC
9172,S. Al Sawadi,210786,24,Saudi Arabia,RM,66,72,6000,Al Raed
9173,Lee Ki Je,212066,25,Korea Republic,LB,66,68,2000,Ulsan Hyundai Horang-i
9174,Wescley,221794,25,Brazil,CAM,66,69,2000,Vissel Kobe
9175,D. Zabala,232546,25,Uruguay,CM,66,67,4000,Unión de Santa Fe
9176,S. Ruprecht,199267,30,Germany,CB,66,66,1000,SV Wehen Wiesbaden
9177,E. Olivera,215139,27,Argentina,CB,66,69,3000,Colon de Santa Fe
9178,P. Brożek,105827,34,Poland,ST,66,66,3000,Wisła Kraków
9179,P. Karasev,239715,24,Russia,CDM,66,71,5000,FC SKA-Energiya Khabarovsk
9180,A. Taylor,193123,26,Wales,CB,66,67,3000,Northampton Town
9181,A. Wiegel,204388,25,Germany,ST,66,67,2000,MSV Duisburg
9182,P. Weihrauch,210020,23,Germany,RM,66,71,2000,DSC Arminia Bielefeld
9183,A. Teikeu,213348,27,Cameroon,CB,66,68,3000,FC Sochaux-Montbéliard
9184,W. Díaz,214372,39,Colombia,CB,66,66,1000,Jaguares Fútbol Club
9185,M. Sprocati,223332,23,Italy,RW,66,72,2000,Salernitana
9186,Yann,224356,22,Brazil,RM,66,73,4000,Aalborg BK
9187,Adryan Limeira,230500,25,Brazil,ST,66,66,5000,Associação Atlética Ponte Preta
9188,T. Pochettino,231524,21,Argentina,RM,66,77,5000,Defensa y Justicia
9189,A. Wordsworth,171620,28,England,CAM,66,66,3000,Southend United
9190,A. Kurdy,208229,25,Saudi Arabia,LB,66,69,9000,Al Ahli
9191,A. Arregui,226405,24,Argentina,CM,66,69,3000,Temperley
9192,L. Perdomo,231525,20,Argentina,CDM,66,76,3000,Gimnasia y Esgrima La Plata
9193,M. Röser,238693,26,Germany,LM,66,66,1000,Hallescher FC
9194,F. Ulvestad,194149,25,Norway,RM,66,69,13000,Burnley
9195,R. Smallwood,200806,26,England,CM,66,69,4000,Blackburn Rovers
9196,Ricardo Vaz,221286,22,Portugal,LM,66,78,2000,CF Reus Deportiu
9197,M. Cash,227174,19,England,CAM,66,83,5000,Nottingham Forest
9198,K. Anderson,227686,22,England,ST,66,76,13000,Swindon Town
9199,K. Freeman,200807,25,Wales,RB,66,70,10000,Sheffield United
9200,R. Eckardt,238951,27,Germany,CM,66,66,1000,FC Carl Zeiss Jena
9201,F. Kippe,49511,39,Norway,CB,66,66,1000,Lillestrøm SK
9202,L. Taylor,190311,27,Montserrat,ST,66,67,3000,AFC Wimbledon
9203,D. Martínez,224104,27,Argentina,RB,66,67,5000,Unión de Santa Fe
9204,B. Hušidić,190568,30,Bosnia Herzegovina,LM,66,66,3000,LA Galaxy
9205,Luis Fernández,212841,23,Spain,ST,66,71,6000,RC Deportivo de La Coruña
9206,G. Shelia,233065,28,Russia,GK,66,67,6000,FC Ufa
9207,M. Faško,239209,22,Slovakia,CDM,66,77,5000,Grasshopper Club Zürich
9208,C. Calvo,210026,24,Mexico,CB,66,69,4000,Deportivo Toluca
9209,O. Garvan,165226,29,Republic of Ireland,CDM,66,66,1000,St. Patrick's Athletic
9210,D. McCrory,189802,27,Republic of Ireland,CB,66,66,3000,Portsmouth
9211,Yelko Pino,222571,20,Spain,LM,66,74,2000,C.D. Leonesa S.A.D.
9212,B. Innocent,224875,21,Nigeria,CM,66,76,2000,Malmö FF
9213,Jano,228971,30,Spain,CDM,66,66,6000,SV Mattersburg
9214,J. Amano,232811,25,Japan,RW,66,68,3000,Yokohama F. Marinos
9215,K. Kunz,238699,25,Germany,GK,66,69,1000,Chemnitzer FC
9216,E. Larsson,197996,25,Sweden,RWB,66,68,1000,GIF Sundsvall
9217,J. Castelletto,213868,22,Cameroon,CB,66,72,2000,Stade Brestois 29
9218,Iván Garrido,233068,27,Spain,CB,66,69,3000,C.D. Leonesa S.A.D.
9219,J. Rafferty,210029,23,Republic of Ireland,CDM,66,71,2000,Rochdale
9220,D. Cardoso,228205,28,South Africa,LB,66,67,1000,Kaizer Chiefs
9221,Danilo Sacrio,230509,25,Brazil,ST,66,66,5000,Clube Atlético Paranaense
9222,T. Szántó,234093,21,Hungary,CDM,66,76,5000,SK Rapid Wien
9223,N. Ravaglia,173165,28,Italy,GK,66,67,1000,Cremonese
9224,J. Ardaiz,241005,18,Uruguay,ST,66,81,3000,Royal Antwerp FC
9225,I. Rivas,214382,29,Colombia,RM,66,66,1000,Tigres FC
9226,J. Hartock,161646,30,France,GK,66,66,2000,US Quevilly-Rouen
9227,Nildo Reisão,236142,33,Brazil,CDM,66,66,9000,Fluminense Football Club
9228,E. Jónsson,172398,28,Iceland,CM,66,66,4000,SønderjyskE
9229,H. Shala,205423,25,Kosovo,CM,66,69,4000,Lyngby BK
9230,V. Zapata,212335,31,Colombia,RM,66,66,1000,Jaguares Fútbol Club
9231,H. Obando,214383,24,Colombia,RB,66,73,1000,Atlético Bucaramanga
9232,C. Stanković,216175,24,Austria,GK,66,71,5000,FC Red Bull Salzburg
9233,H. Pereira,223855,30,Uruguay,CDM,66,66,4000,Club Atlético Tigre
9234,Emílio Trevões,230511,29,Brazil,LW,66,66,5000,Atlético Clube Goianiense
9235,B. Finne,209264,22,Norway,ST,66,75,2000,Vålerenga Fotball
9236,B. Emir,226928,29,Turkey,LB,66,66,4000,Alanyaspor
9237,P. Madden,189808,27,Republic of Ireland,ST,66,66,4000,Scunthorpe United
9238,L. Evans,213105,22,Wales,CDM,66,71,12000,Wigan Athletic
9239,T. McMahon,164465,31,England,RM,66,66,4000,Bradford City
9240,B. Prokopič,183665,29,Austria,CDM,66,66,5000,SCR Altach
9241,A. Pomini,188017,36,Italy,GK,66,66,1000,Palermo
9242,H. Bernardello,192369,30,Argentina,CM,66,66,2000,Montreal Impact
9243,N. Mezquida,202866,25,Uruguay,RM,66,68,3000,Vancouver Whitecaps FC
9244,Nico Hidalgo,211314,25,Spain,RM,66,69,3000,Cádiz C.F.
9245,B. Chardonnet,215410,22,France,RB,66,77,2000,Stade Brestois 29
9246,M. Njie,220786,21,Norway,RM,66,74,1000,Stabæk Fotball
9247,S. Raggett,238450,23,England,CB,66,77,8000,Lincoln City
9248,A. Briseño,192114,23,Mexico,LB,66,71,3000,CD Feirense
9249,O. Myny,228979,22,Belgium,RM,66,72,3000,Waasland-Beveren
9250,D. Hediger,199284,30,Switzerland,CDM,66,66,5000,FC Thun
9251,S. Wannenwetsch,212340,25,Germany,CM,66,68,1000,Hansa Rostock
9252,R. Oxford,225908,18,England,CDM,66,82,10000,Borussia Mönchengladbach
9253,M. Gspurning,152181,36,Austria,GK,66,66,4000,1. FC Union Berlin
9254,Renan Tojeiras,230261,33,Brazil,CAM,66,66,7000,São Paulo Futebol Clube
9255,A. Katranis,240501,19,Greece,LB,66,78,4000,AS Saint-Étienne
9256,C. Booth,201078,26,Scotland,LB,66,67,2000,Partick Thistle F.C.
9257,G. Wojtkowiak,152950,33,Poland,CB,66,66,3000,Lechia Gdańsk
9258,S. Luperto,220534,20,Italy,CB,66,80,10000,Empoli
9259,B. Angulo,221558,23,Colombia,LM,66,68,1000,CD America de Cali
9260,K. van Veen,227446,26,Netherlands,ST,66,68,4000,Scunthorpe United
9261,E. Alexander,198007,29,United States,CM,66,66,3000,Houston Dynamo
9262,E. Tié Bi,199287,26,Ivory Coast,CDM,66,69,2000,US Quevilly-Rouen
9263,P. Segbefia,203127,26,Togo,CDM,66,67,5000,Göztepe
9264,D. Mast,211831,25,Germany,LM,66,68,1000,Würzburger FV
9265,L. Abergel,213367,24,France,RB,66,73,2000,AS Nancy Lorraine
9266,F. Canales,171895,30,Mexico,GK,66,66,2000,Lobos de la BUAP
9267,S. Scappini,239479,29,Italy,ST,66,66,2000,Cremonese
9268,S. Nutz,216184,25,Austria,CDM,66,69,5000,SCR Altach
